CLI,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_credit_pull_d
16000, 60 months,19.91,423.11,E,E4,5 years,RENT,107000,Source Verified,Fully Paid,6.47,0,1-Oct,1,,,10,0,19823,68.4,19,0,0,24813.03,24813.03,16000,8813.03,0,0,0,5349.97,15-Dec
22875, 60 months,19.03,593.77,E,E2,4 years,MORTGAGE,235000,Verified,Charged Off,14.08,0,Jul-92,0,,,13,0,42936,83.8,31,0,0,19075.97,19075.97,6337.11,7318.78,0,5420.08,921.4136,31.28,16-Jan
21000, 60 months,14.65,495.74,C,C3,4 years,MORTGAGE,70000,Verified,Current,20.11,0,Apr-96,1,,,8,0,23080,59.9,24,5503.16,5503.16,23804.54,23804.54,15496.83,8307.71,0,0,0,495.74,16-Jan
8225, 60 months,17.58,206.99,D,D4,10+ years,RENT,78000,Not Verified,Charged Off,13.18,0,May-94,1,,,12,0,8038,45.2,21,0,0,6353.86,6353.86,2820.19,2730.3,0,803.37,7.651299999,206.99,14-Aug
6000, 36 months,10.65,195.44,B,B2,10+ years,RENT,24000,Source Verified,Fully Paid,11.75,0,2-Feb,1,,,8,0,6739,49.6,12,0,0,7034.178269,7034.18,6000,1034.18,0,0,0,202.62,16-Jan
20000, 60 months,20.3,533.23,E,E5,5 years,MORTGAGE,51750,Verified,Current,18.97,0,Jun-97,0,,,18,0,19557,92.5,29,5761.56,5754.29,25562.28,25530.46,14238.45,11323.83,0,0,0,533.23,16-Jan
6000, 36 months,14.65,206.97,C,C3,< 1 year,MORTGAGE,57600,Not Verified,Fully Paid,23.42,0,7-Aug,2,,,13,0,6193,52.9,17,0,0,7449.647199,7449.65,6000,1449.65,0,0,0,5.86,15-Oct
7150, 36 months,12.69,239.85,B,B5,1 year,RENT,50000,Source Verified,Fully Paid,24.6,0,1-Oct,1,,,18,0,11439,70.8,32,0,0,8256.97,8256.97,7150,1106.97,0,0,0,2110.22,15-Mar
13000, 60 months,19.42,340.24,E,E3,7 years,RENT,55000,Not Verified,Charged Off,19.09,0,2-Jan,1,,,17,0,10520,47.8,35,0,0,7825.52,7825.52,3576.75,4233.36,0,15.41,0,340.24,13-Nov
32000, 36 months,6.62,982.52,A,A2,2 years,RENT,120000,Verified,Fully Paid,6.07,0,Mar-69,0,,,13,0,1967,5.2,23,0,0,35368.03034,35368.03,32000,3368.03,0,0,0,1001.15,14-Dec
8000, 36 months,15.27,278.39,C,C4,2 years,OWN,108000,Not Verified,Charged Off,12.48,0,1-Dec,1,,,12,0,10957,81.8,19,0,0,3394.06,3394.06,2064.97,988.52,0,340.57,3.32,278.39,14-Apr
15500, 60 months,13.49,356.58,C,C1,4 years,RENT,40000,Source Verified,Current,11.19,0,Nov-98,2,,,6,0,17554,57,8,3988.09,3988.09,17104.66,17104.66,11511.91,5592.75,0,0,0,356.58,16-Jan
7000, 36 months,8.9,222.28,A,A5,< 1 year,RENT,97600,Source Verified,Fully Paid,7.97,0,Jun-94,0,,,9,0,25060,91.8,20,0,0,8000.176789,8000.18,7000,1000.18,0,0,0,230.52,16-Jan
12000, 36 months,6.62,368.45,A,A2,10+ years,MORTGAGE,70800,Source Verified,Fully Paid,7.76,0,Jun-75,1,,,9,0,19129,61.9,36,0,0,12961.28,12961.28,12000,961.28,0,0,0,6348.39,14-Feb
10400, 36 months,14.65,358.74,C,C3,10+ years,RENT,45000,Source Verified,Fully Paid,11.31,0,5-Jan,1,,,7,0,6562,61.9,8,0,0,12912.07214,12912.07,10400,2512.07,0,0,0,366.57,16-Jan
12000, 36 months,12.69,402.54,B,B5,2 years,RENT,60000,Verified,Fully Paid,18.38,0,5-Mar,0,,,6,0,16464,89.5,6,0,0,14425.38571,14425.39,12000,2425.39,0,0,0,2366.09,16-Jan
5050, 60 months,11.71,111.6,B,B3,3 years,MORTGAGE,88000,Source Verified,Current,3.25,1,Jan-97,0,19,,7,0,5791,51.1,20,1263.76,1263.76,5347.18,5347.18,3786.23,1560.95,0,0,0,111.6,16-Jan
16000, 36 months,16.29,564.81,D,D1,10+ years,MORTGAGE,74000,Source Verified,Fully Paid,15.84,0,Mar-85,1,43,,10,0,20747,85.7,22,0,0,20218.04262,20218.04,16000,4218.04,0,0,0,3286.74,16-Jan
4500, 36 months,10.65,146.58,B,B2,2 years,RENT,91500,Source Verified,Fully Paid,11.67,0,4-Nov,1,,,13,0,6837,48.5,20,0,0,5162.43,5162.43,4500,662.43,0,0,0,1944.92,13-Nov
5000, 36 months,12.42,167.08,B,B4,2 years,RENT,42500,Source Verified,Fully Paid,16.69,0,Jan-93,2,,,8,0,26722,83.2,15,0,0,6013.514081,6013.51,5000,1013.51,0,0,0,171.43,14-Dec
3600, 36 months,16.29,127.09,D,D1,6 years,RENT,45000,Source Verified,Fully Paid,22.05,0,4-Jun,0,,,6,0,7947,99.3,22,0,0,4574.034431,4574.03,3600,974.03,0,0,0,4,16-Jan
18550, 60 months,20.3,494.57,E,E5,8 years,RENT,75000,Source Verified,Current,18.77,0,Jun-00,0,,,11,0,16788,71.4,15,5338.96,5338.96,23719.86,23719.86,13211.04,10508.82,0,0,0,494.57,16-Jan
21000, 36 months,13.49,712.54,C,C1,10+ years,MORTGAGE,103000,Verified,Fully Paid,12.41,0,Mar-96,1,,,8,0,22431,86.2,31,0,0,25505.7397,25505.74,21000,4505.74,0,0,0,521.2,15-Sep
7000, 36 months,14.27,240.17,C,C2,2 years,RENT,42000,Not Verified,Fully Paid,11.09,0,7-Dec,1,,,12,0,1086,9.3,19,0,0,7485.82,7485.82,7000,470.82,14.99925839,0,0,17.99,12-Jul
17475, 60 months,7.9,353.5,A,A4,8 years,MORTGAGE,90000,Verified,Current,8.44,0,Dec-00,0,,,10,0,7184,52.7,18,4096.87,4090.95,16924.3,16900.17,13378.13,3546.17,0,0,0,353.5,16-Jan
17350, 60 months,12.69,392.02,B,B5,< 1 year,MORTGAGE,63000,Verified,Fully Paid,19.92,0,Jun-95,0,,,13,0,25261,50.2,30,0,0,23148.63001,23115.27,17350,5798.63,0,0,0,5507.73,15-Nov
7000, 60 months,8.9,144.97,A,A5,n/a,MORTGAGE,25000,Not Verified,Current,15.17,0,Jul-84,0,,,8,0,14469,62.9,17,1679.43,1679.43,6928.92,6928.92,5320.57,1608.35,0,0,0,144.97,16-Jan
15000, 36 months,7.9,469.36,A,A4,1 year,RENT,35000,Verified,Fully Paid,17.73,0,Jun-00,0,64,,6,0,11550,61.3,23,0,0,16730.08958,16730.09,15000,1730.09,0,0,0,5003.63,15-Sep
2250, 36 months,13.49,76.35,C,C1,6 years,RENT,16000,Source Verified,Fully Paid,18.75,0,Sep-00,0,34,,7,0,7528,61.2,14,0,0,2746.895449,2746.9,2250,496.9,0,0,0,80.89,14-Dec
17050, 36 months,12.42,569.74,B,B4,10+ years,MORTGAGE,53000,Verified,Fully Paid,23.64,0,Sep-95,1,42,,8,0,17414,59.4,28,0,0,20507.01437,20507.01,17050,3457.01,0,0,0,581.19,14-Dec
16500, 36 months,16.77,586.39,D,D2,2 years,RENT,110000,Verified,Fully Paid,10.22,0,Jul-95,1,70,,12,0,22329,70.2,25,0,0,21102.58629,21102.59,16500,4602.59,0,0,0,604.94,14-Dec
35000, 60 months,19.91,925.54,E,E4,4 years,MORTGAGE,69000,Verified,Current,9.41,0,6-Jan,2,,,7,0,22921,70.7,17,9998.33,9991.18,44419.68,44387.98,25001.66,19418.02,0,0,0,925.54,16-Jan
3250, 36 months,12.42,108.6,B,B4,< 1 year,RENT,16000,Source Verified,Fully Paid,19.13,0,Dec-99,2,,,12,0,9422,70.8,30,0,0,3923.835683,3923.84,3250,658.84,15,0,0,18.86,15-Jan
7000, 36 months,7.9,219.04,A,A4,4 years,MORTGAGE,38400,Not Verified,Fully Paid,9.34,0,5-Dec,1,,,7,0,6736,26.5,10,0,0,7792.28,7792.28,7000,792.28,0,0,0,2542.19,16-Jan
24000, 36 months,11.71,793.83,B,B3,3 years,MORTGAGE,80000,Verified,Fully Paid,13.26,0,Apr-98,1,,,8,0,23236,66.4,33,0,0,28530.6625,28434.18,24000,4530.66,0,0,0,3175.71,16-Jan
13200, 36 months,16.77,469.11,D,D2,6 years,RENT,80952,Source Verified,Fully Paid,12.79,0,5-Sep,0,,,12,0,16560,84.1,17,0,0,16881.45095,16881.45,13200,3681.45,0,0,0,485.74,16-Jan
22750, 36 months,8.9,722.39,A,A5,6 years,OWN,65000,Verified,Fully Paid,10.45,0,Nov-00,1,,,7,0,23869,52.8,32,0,0,23699.46,23673.42,22750,949.46,0,0,0,20092.09,12-Jul
12000, 36 months,8.9,381.04,A,A5,10+ years,RENT,70000,Not Verified,Fully Paid,6.02,0,1-Sep,0,33,,9,0,12411,50,31,0,0,13715.3345,13715.33,12000,1715.33,0,0,0,391.93,15-Oct
30000, 36 months,10.65,977.2,B,B2,7 years,MORTGAGE,175000,Source Verified,Fully Paid,17.15,0,Oct-93,1,,,12,0,26103,56.9,47,0,0,35176.93541,35176.94,30000,5176.94,0,0,0,986.38,14-Dec
1200, 36 months,12.69,40.26,B,B5,8 years,RENT,34000,Not Verified,Charged Off,13.41,0,Jan-00,1,,,6,0,9040,94.2,30,0,0,240.78,240.78,169.31,71.47,0,0,0,40.26,16-Jan
4800, 36 months,8.9,152.42,A,A5,< 1 year,RENT,35000,Source Verified,Fully Paid,14.95,0,Mar-97,0,,,11,0,16237,49.7,20,0,0,5485.78897,5485.79,4800,685.79,0,0,0,158.37,14-Dec
18000, 60 months,20.89,485.85,F,F1,10+ years,RENT,60000,Verified,Current,20.74,0,Jun-99,2,,,8,0,12411,94.7,19,5232.44,5225.13,23294.02,23261.75,12767.56,10526.46,0,0,0,485.85,16-Jan
7200, 36 months,8.9,228.63,A,A5,10+ years,RENT,35000,Source Verified,Fully Paid,15.02,0,1-Sep,1,,,12,0,18323,68.1,23,0,0,8229.372295,8229.37,7200,1029.37,0,0,0,233.82,16-Jan
15000, 36 months,9.91,483.38,B,B1,2 years,OWN,35000,Not Verified,Fully Paid,15.15,0,Oct-00,1,,,10,0,15872,52.9,17,0,0,17397.22853,17397.23,15000,2397.23,0,0,0,503.11,14-Dec
10500, 36 months,15.27,365.38,C,C4,10+ years,RENT,60000,Source Verified,Fully Paid,9.92,0,Sep-90,1,58,,7,0,15905,80.7,13,0,0,13146.49754,13146.5,10500,2646.5,0,0,0,385.76,16-Jan
15000, 60 months,17.27,374.97,D,D3,1 year,OWN,75000,Not Verified,Fully Paid,16.21,0,5-Jul,0,,,9,0,10219,74.9,18,0,0,16459.91,16459.91,14999.99,1459.92,0,0,0,14214.57,12-Aug
5000, 36 months,7.9,156.46,A,A4,< 1 year,MORTGAGE,66000,Source Verified,Charged Off,7.75,0,Jan-00,3,,,11,0,16396,47.9,20,0,0,4063.28,4063.28,3486.91,576.37,0,0,0,156.46,16-Jan
12800, 60 months,13.49,294.47,C,C1,6 years,RENT,77000,Verified,Fully Paid,8.74,0,3-Dec,0,,,8,0,14334,70.1,12,0,0,15957.51229,15957.51,12800,3157.51,0,0,0,748.58,16-Jan
4000, 36 months,8.9,127.02,A,A5,3 years,MORTGAGE,62000,Not Verified,Fully Paid,13.16,0,4-Jun,2,,,9,0,7171,52.3,13,0,0,4571.542829,4571.54,4000,571.54,0,0,0,131.34,14-Dec
9350, 60 months,12.42,209.98,B,B4,6 years,MORTGAGE,73000,Not Verified,Fully Paid,18.84,0,Jun-93,0,,,10,0,37924,52,20,0,0,11385.68,11385.68,9350,2035.68,0,0,0,6355.02,14-Dec
27000, 36 months,11.71,893.06,B,B3,8 years,MORTGAGE,130000,Source Verified,Fully Paid,8.13,0,Dec-98,1,,,7,0,14090,70.1,31,0,0,30277.11,30277.11,27000,3277.11,0,0,0,17786.3,16-Jan
15000, 36 months,12.42,501.23,B,B4,7 years,MORTGAGE,61000,Verified,Fully Paid,17.35,0,5-Jul,0,,,5,0,11926,86.4,14,0,0,18039.9582,18039.96,15000,3039.96,0,0,0,516.66,14-Dec
35000, 60 months,20.89,944.71,F,F1,5 years,RENT,90000,Source Verified,Charged Off,7.93,0,2-Apr,1,52,,9,0,17017,82.2,19,0,0,40669.77,40669.77,20871.91,19689.1,94.48,14.28,2.5704,944.71,15-Dec
2400, 36 months,14.27,82.35,C,C2,1 year,OWN,25000,Not Verified,Fully Paid,17.71,1,5-Jul,2,2,,14,0,3096,35.2,25,0,0,2962.84987,2962.85,2400,562.85,0,0,0,86.32,15-Dec
5900, 36 months,12.42,197.16,B,B4,2 years,RENT,14400,Source Verified,Fully Paid,6.17,0,6-Mar,1,,,4,0,5153,46.4,9,0,0,6790.69,6790.69,5900,890.69,0,0,0,662.07,14-Nov
5000, 36 months,11.71,165.38,B,B3,6 years,RENT,70000,Source Verified,Fully Paid,13.78,0,6-Oct,1,,,13,0,5529,36.1,16,0,0,5506.83,5506.83,5000,506.83,0,0,0,3692.33,16-Jan
22000, 60 months,19.42,575.79,E,E3,4 years,RENT,82500,Verified,Current,16.2,0,3-Oct,0,,,7,0,18810,97,14,6248.18,6241.04,27608.28,27576.99,15751.82,11856.46,0,0,0,575.79,16-Jan
13250, 36 months,17.58,476.24,D,D4,7 years,RENT,35000,Verified,Charged Off,18.55,1,6-Dec,1,13,,7,0,5584,76.5,22,0,0,11325.82,11325.82,7250.38,3210.62,0,864.82,8.485400002,476.24,14-Mar
12600, 60 months,14.27,294.95,C,C2,10+ years,RENT,43200,Source Verified,Fully Paid,18.61,0,Jul-00,3,25,,9,0,13924,52.5,19,0,0,16421.83814,16421.84,12600,3821.84,0,0,0,7291.91,14-Aug
20000, 36 months,11.71,661.52,B,B3,1 year,MORTGAGE,125000,Verified,Fully Paid,14.95,0,Oct-99,2,,,12,0,26179,56.8,31,0,0,23812.17992,23812.18,20000,3812.18,0,0,0,671.46,14-Dec
18000, 36 months,7.9,563.23,A,A4,10+ years,MORTGAGE,80000,Source Verified,Fully Paid,20.05,0,Oct-96,1,,,8,0,29104,78.4,18,0,0,19846.6,19846.6,18000,1846.6,0,0,0,8588.3,15-Jun
19200, 36 months,16.77,682.34,D,D2,< 1 year,RENT,87500,Verified,Fully Paid,13.56,0,3-Feb,2,,,17,0,22854,73.7,35,0,0,23363.59,23333.21,19200,4163.59,0,0,0,10420.06,13-Aug
7000, 36 months,11.71,231.54,B,B3,10+ years,MORTGAGE,22000,Not Verified,Fully Paid,17.45,3,Feb-95,1,21,,12,0,7467,25.7,19,0,0,8333.042555,8333.04,7000,1333.04,0,0,0,239.28,14-Dec
25000, 60 months,15.96,607.43,C,C5,10+ years,OWN,80000,Verified,Fully Paid,4.71,0,Jan-91,2,,,5,0,20789,87.8,13,0,0,33909.64734,33909.65,25000,8909.65,0,0,0,13906.88,14-Oct
10000, 36 months,6.03,304.36,A,A1,7 years,MORTGAGE,70000,Verified,Fully Paid,12.29,0,3-Jun,0,,,9,0,5844,12.8,18,0,0,10366.43,10366.43,10000,366.43,0,0,0,8238.02,12-Sep
2250, 36 months,15.27,78.3,C,C4,n/a,MORTGAGE,17352,Verified,Fully Paid,19.5,0,1-Aug,1,,,6,0,10267,90.3,8,0,0,2836.452457,2836.45,2250,571.46,14.9939976,0,0,2.75,15-Jan
23000, 36 months,9.91,741.18,B,B1,9 years,RENT,63208,Verified,Fully Paid,19.61,0,Dec-89,0,,,6,0,19843,38.5,30,0,0,25887.26,25887.26,23000,2887.26,0,0,0,11818.55,13-Aug
6750, 36 months,17.27,241.57,D,D3,2 years,RENT,48000,Source Verified,Fully Paid,1,2,5-Jan,2,9,,4,0,298,4.8,9,0,0,8692.951065,8692.95,6750,1942.95,0,0,0,249.7,14-Dec
10000, 36 months,10.65,325.74,B,B2,6 years,MORTGAGE,45500,Source Verified,Fully Paid,8.78,0,Jan-00,0,,,7,0,10802,86.4,14,0,0,11570.11819,11570.12,10000,1570.12,0,0,0,3441.18,16-Jan
16000, 60 months,11.71,353.58,B,B3,4 years,MORTGAGE,48000,Source Verified,Fully Paid,10.75,0,Mar-00,0,,,8,0,18163,71.2,28,0,0,19745.24515,19745.25,16000,3745.25,0,0,0,9002.87,14-Jun
5600, 36 months,8.9,177.82,A,A5,< 1 year,RENT,19200,Not Verified,Fully Paid,13.19,0,Sep-80,2,,,9,0,4095,12.8,14,0,0,6329.734092,6329.73,5600,729.73,0,0,0,1892.29,16-Jan
12000, 60 months,19.42,314.07,E,E3,4 years,RENT,68000,Source Verified,Current,23.15,0,Dec-00,0,,,19,0,23936,78.4,28,3406.9,3406.9,15061.32,15061.32,8593.1,6468.22,0,0,0,314.07,16-Jan
4800, 36 months,6.03,146.1,A,A1,3 years,OWN,35000,Source Verified,Fully Paid,14.61,0,Jun-88,0,,,9,0,7263,15.1,21,0,0,5203.26,5203.26,4800,403.26,0,0,0,1844.99,13-Dec
15700, 60 months,14.65,370.63,C,C3,10+ years,MORTGAGE,63000,Verified,Current,24.93,0,Nov-98,1,,,9,0,20546,62.6,29,4114.39,4107.84,17788.42,17760.1,11585.6,6202.82,0,0,0,370.63,16-Jan
10000, 36 months,11.71,330.76,B,B3,5 years,RENT,29406,Source Verified,Charged Off,10.41,0,4-Apr,0,,,5,0,8692,82.5,17,0,0,6944.82,6944.82,5393.16,1537.05,0,14.61,0,330.76,16-Jan
2200, 36 months,9.91,70.9,B,B1,8 years,RENT,26004,Verified,Charged Off,14.95,0,3-Jan,0,,,3,0,3820,61.6,7,0,0,261.47,261.47,160.16,86.42,14.883,0,0,50,16-Jan
24000, 36 months,12.69,805.08,B,B5,1 year,RENT,120000,Source Verified,Charged Off,13.9,0,6-Nov,0,,,9,0,27314,83.3,14,0,0,28413.79,28413.79,23024.99,5136.52,80.49258207,171.78,30.9204,805.08,15-Jul
16000, 36 months,7.9,500.65,A,A4,< 1 year,MORTGAGE,110000,Not Verified,Fully Paid,8.69,0,Dec-97,2,,,17,0,17043,16.2,26,0,0,17811.3,17811.3,16000,1811.3,0,0,0,5803.96,15-Sep
10000, 36 months,9.91,322.25,B,B1,10+ years,RENT,34000,Source Verified,Fully Paid,17.51,0,Feb-99,1,,,10,0,12937,70.7,22,0,0,11599.07802,11599.08,10000,1599.08,0,0,0,331.25,14-Dec
10625, 36 months,14.27,364.54,C,C2,10+ years,RENT,26500,Not Verified,Charged Off,15.49,0,Sep-98,1,,,6,0,5872,80.4,14,0,0,3408.15,3408.15,1983.86,928.22,0,496.07,4.87,364.54,13-Feb
9600, 36 months,14.65,331.15,C,C3,2 years,RENT,40000,Source Verified,Fully Paid,5.2,0,5-May,1,24,,8,0,5271,75.3,10,0,0,11879.77566,11879.78,9600,2279.78,0,0,0,1621.93,16-Jan
7200, 36 months,20.89,270.86,F,F1,< 1 year,MORTGAGE,88800,Verified,Charged Off,20.46,0,Dec-94,3,24,,34,0,17998,57.5,61,0,0,6676.85,6676.85,4068.87,2159.78,0,448.2,4.482,541.72,14-Apr
12000, 36 months,8.9,381.04,A,A5,6 years,RENT,100000,Not Verified,Fully Paid,12.94,0,1-May,0,,,9,0,10576,57.2,20,0,0,13715.17006,13715.17,12000,1715.17,0,0,0,392.81,16-Jan
5000, 36 months,12.42,167.08,B,B4,3 years,RENT,45000,Not Verified,Fully Paid,4.21,0,5-May,1,,,4,0,5592,81,10,0,0,5953.075531,5953.08,5000,953.08,0,0,0,1448.94,16-Jan
30000, 60 months,21.67,822.95,F,F3,2 years,RENT,85000,Verified,Current,11.44,0,2-Sep,2,,,9,0,23760,97.3,20,8818.07,8810.66,39477.16,37104.47,21181.93,18295.23,0,0,0,822.95,16-Jan
12000, 36 months,16.29,423.61,D,D1,9 years,RENT,36000,Verified,Fully Paid,14,0,1-Apr,1,,,6,0,11926,87.7,11,0,0,14526.24,14526.24,12000,2526.24,0,0,0,6486.41,16-Jan
18000, 36 months,17.27,644.18,D,D3,10+ years,RENT,80000,Verified,Fully Paid,21.43,0,Aug-94,1,,,18,0,21980,63.7,28,0,0,23183.90055,23183.9,18000,5183.9,0,0,0,659.44,16-Jan
10000, 36 months,9.91,322.25,B,B1,3 years,RENT,50000,Source Verified,Fully Paid,9.1,0,5-Jul,0,,,9,0,13020,37.5,11,0,0,11253.89,11253.89,10000,1253.89,0,0,0,5145.96,13-Sep
10000, 36 months,9.91,322.25,B,B1,10+ years,RENT,75000,Not Verified,Fully Paid,11.23,0,Mar-87,1,47,,10,0,9105,61.9,22,0,0,11398.21,11391.01,10000,1398.21,0,0,0,4005.76,16-Jan
26000, 36 months,7.51,808.89,A,A3,8 years,MORTGAGE,105000,Verified,Fully Paid,15.3,0,May-00,0,,,8,0,15093,78.6,33,0,0,28135.5,28135.5,26000,2135.5,0,0,0,6642.31,14-May
17475, 36 months,9.91,563.14,B,B1,3 years,RENT,45408,Source Verified,Fully Paid,24.92,0,Dec-86,1,,,19,0,29544,49.2,27,0,0,20261.3488,20261.35,17475,2786.35,0,0,0,1692.55,16-Jan
10400, 60 months,22.35,289.32,F,F5,3 years,MORTGAGE,72000,Source Verified,Charged Off,8.82,0,5-Apr,0,,,8,0,9334,99.3,9,0,0,3525.35,3525.35,813.59,1492.09,0,1219.67,219.5406,289.32,16-Jan
10000, 36 months,10.65,325.74,B,B2,3 years,RENT,67500,Source Verified,Fully Paid,9.3,0,3-Nov,1,,,8,0,17675,77.9,12,0,0,11435.13,11427.84,10000,1435.13,0,0,0,4606.88,16-Jan
17250, 36 months,19.42,635.99,E,E3,4 years,RENT,60000,Verified,Fully Paid,4.08,0,7-Jan,3,,,3,0,14981,72,6,0,0,22148.87,22148.87,17250,4898.87,0,0,0,7525.06,16-Jan
10000, 36 months,6.62,307.04,A,A2,2 years,MORTGAGE,65000,Source Verified,Fully Paid,7.16,0,May-78,1,,,7,0,46667,33.5,24,0,0,11050.64637,11050.65,10000,1050.65,0,0,0,326.35,14-Dec
12000, 60 months,13.49,276.06,C,C1,9 years,RENT,55000,Not Verified,Charged Off,14.49,0,2-Nov,2,,,8,0,18622,50.1,16,0,0,1100.4,1100.4,572.24,528.16,0,0,0,276.06,16-Jan
6000, 60 months,7.9,121.38,A,A4,n/a,OWN,34848,Verified,Current,12.16,0,Apr-73,0,,,12,0,10040,14.7,22,972.84,972.84,6211.9,6211.9,5027.16,1184.74,0,0,0,143,16-Jan
19075, 60 months,18.25,486.98,D,D5,< 1 year,RENT,48000,Source Verified,Fully Paid,21.2,0,Dec-00,1,,,9,0,20306,70.8,19,0,0,25893.29337,25893.29,19075,6818.29,0,0,0,12760.95,14-May
20000, 36 months,11.71,661.52,B,B3,2 years,MORTGAGE,55000,Verified,Fully Paid,23.89,0,Apr-00,3,,,9,0,19037,54.9,14,0,0,22774.85,22774.85,19999.99,2774.86,0,0,0,11554.01,16-Jan
24000, 36 months,7.9,750.97,A,A4,4 years,RENT,65000,Verified,Fully Paid,22.12,0,3-Jun,0,,,12,0,11383,41.4,20,0,0,27033.33153,27005.18,24000,3033.33,0,0,0,759.52,15-Mar
17200, 60 months,17.27,429.97,D,D3,9 years,MORTGAGE,55000,Verified,Charged Off,23.76,0,Jun-95,1,,,14,0,18467,89,38,0,0,16270.39,16270.39,9065.54,7183.97,0,20.88,3.758400001,606,16-Jan
15000, 36 months,8.9,476.3,A,A5,3 years,MORTGAGE,75000,Verified,Fully Paid,21.6,0,Nov-99,1,43,,10,0,5581,46.9,23,0,0,17143.68786,17143.69,15000,2143.69,0,0,0,492.43,16-Jan
10625, 36 months,11.71,351.44,B,B3,< 1 year,RENT,30000,Source Verified,Charged Off,23.2,0,3-Dec,0,70,,11,0,12103,70.4,17,0,0,11441.01,11441.01,9235.98,1988.52,0,216.51,1.949299997,351.44,15-Jan
8400, 36 months,14.65,289.76,C,C3,< 1 year,RENT,30000,Source Verified,Fully Paid,15.84,0,6-Sep,1,,,19,0,11568,73.3,24,0,0,10243.60628,10243.61,8400,1843.61,0,0,0,3007.67,16-Jan
28000, 60 months,14.65,660.99,C,C3,2 years,RENT,160000,Verified,Current,11.81,0,Oct-98,2,,,10,0,14562,73.9,62,7336.79,7336.79,31726.74,31726.74,20663.21,11063.53,0,0,0,660.99,16-Jan
16000, 36 months,15.96,562.2,C,C5,10+ years,MORTGAGE,60000,Source Verified,Fully Paid,7.7,0,6-Jul,3,,,8,0,9822,86.4,10,0,0,20229.808,20229.81,16000,4229.81,0,0,0,587.91,16-Jan
11000, 60 months,16.77,272.02,D,D2,10+ years,MORTGAGE,59000,Source Verified,Fully Paid,4.62,0,Jan-91,3,,,7,0,11243,83.9,14,0,0,16038.55001,16038.55,11000,5038.55,0,0,0,3525.63,15-Dec
15000, 36 months,14.27,514.64,C,C2,3 years,MORTGAGE,35000,Verified,Fully Paid,12.58,0,Jan-88,1,,,6,0,5615,92,11,0,0,17994.33,17994.33,15000,2994.33,0,0,0,6704.08,14-Oct
12625, 60 months,13.49,290.44,C,C1,2 years,MORTGAGE,81800,Verified,Fully Paid,17.85,0,Apr-00,0,,,9,0,24645,61.2,20,0,0,13045.5,13045.5,12625,420.5,0,0,0,12466.91,12-Aug
13225, 36 months,12.69,443.64,B,B5,5 years,MORTGAGE,65000,Verified,Fully Paid,23.48,0,Aug-99,1,,,11,0,17982,86.5,29,0,0,14966.39,14966.39,13225,1741.39,0,0,0,8771.07,15-Jun
11775, 36 months,13.49,399.54,C,C1,1 year,RENT,44400,Not Verified,Fully Paid,13.11,0,3-Nov,0,,,18,0,13634,82.1,26,0,0,14378.18227,14378.18,11775,2603.18,0,0,0,415.6,16-Jan
16400, 60 months,17.27,409.97,D,D3,5 years,RENT,61500,Verified,Charged Off,12.51,0,Jul-00,1,,,6,0,14906,72.3,11,0,0,9953.6,9938.5,3988.92,4191.28,0,1773.4,24.216,409.97,14-Jan
10075, 36 months,12.42,336.66,B,B4,2 years,MORTGAGE,46000,Verified,Fully Paid,18.63,0,Jul-00,3,,,8,0,17072,55.9,21,0,0,12115.05119,12115.05,10075,2040.05,0,0,0,681.87,16-Jan
10000, 36 months,14.27,343.09,C,C2,< 1 year,RENT,62000,Verified,Fully Paid,20.94,0,Apr-92,2,,,15,0,20159,62.7,33,0,0,12346.50761,12315.68,10000,2346.51,0,0,0,357.61,15-Sep
14000, 36 months,12.42,467.82,B,B4,4 years,MORTGAGE,88000,Not Verified,Fully Paid,9.63,0,Dec-93,1,,,11,0,11271,70.9,22,0,0,16837.10476,16837.1,14000,2837.1,0,0,0,482.9,15-Jan
13000, 36 months,9.91,418.93,B,B1,10+ years,RENT,50000,Not Verified,Charged Off,17.3,0,1-Jun,1,,,13,0,18246,30.7,25,0,0,14358.94,14351.74,12158.68,2068.04,0,132.22,20.7576,418.93,15-Mar
15000, 36 months,11.71,496.14,B,B3,6 years,RENT,75000,Verified,Fully Paid,11.7,0,5-Dec,0,,,6,0,6622,79.8,8,0,0,17080.53,17080.53,15000,2080.53,0,0,0,8668.66,16-Jan
5000, 60 months,16.77,123.65,D,D2,4 years,MORTGAGE,90000,Verified,Current,3.92,0,Jun-94,0,34,,8,0,6313,83.1,16,1367.55,1367.55,5932.63,5932.63,3632.45,2285.19,14.98341594,0,0,123.65,16-Jan
9350, 36 months,7.51,290.89,A,A3,5 years,MORTGAGE,100000,Verified,Fully Paid,10,0,Sep-96,0,,,11,0,16358,69.4,32,0,0,10288.47,10288.47,9350,938.47,0,0,0,2326.45,16-Jan
