Project ID,Opportunity Owner,Account Name,Stage, Amount ,Expected Revenue,Probability,Service Category,Service Line,Stage Number,New Business,Account Type,Billing Type,MSA Signed,Unsolicited Proposal,Deliverable Type
6171,Anand Nair,"Wellpoint, Inc",Signed Contract,39200,39200,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6172,Anand Nair,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6173,Jay Kuderka,Warner Bros. Entertainment Inc.,Signed Contract,85768,85768,1,Java Systems,Technology Build Services,8,1,US-West BU,Time and Expense,0,No,Staff Augmentation
6174,Jose Ossa,Vanguard,Signed Contract,107120,107120,1,Java Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
6175,Vasudevan Ramanujam,Aviva plc,No bid / Retraction,100000,0,0,Microsoft Systems,Technology Build Services,-2,0,Aviva,Time and Expense,0,No,Staff Augmentation
6176,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,57960,57960,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6177,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,255339,255339,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6178,Kevin Swanson,"Wellpoint, Inc",No bid / Retraction,300000,0,0,Java Systems,Technology Build Services,-2,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6179,Phyllis Kramer,"Wellpoint, Inc",No bid / Retraction,150000,0,0,Java Systems,Technology Build Services,-2,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6180,Phyllis Kramer,"Wellpoint, Inc",No bid / Retraction,118346,0,0,Mainframe Systems,Technology Build Services,-2,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6181,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Microsoft Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6182,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6183,Alan Johnson,"Wellpoint, Inc",Opportunity Closed LOST,94800,0,0,Java Systems,Technology Build Services,-1,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6184,Jay Kuderka,Sony Pictures,Signed Contract,81280,81280,1,Microsoft Systems,Technology Build Services,8,1,US-West BU,Time and Expense,1,No,Scope of Work / Project
6185,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6186,Sajesh Gopinath,Service Link,Opportunity Closed LOST,1000,0,0,Mortgage Services,Business Process Outsourcing,-1,0,BPO BU,Per Transaction,0,No,Staff Augmentation
6187,Salil Khamkar,Intel India,Signed Contract,7056,7056,1,Microsoft Systems,Technology Build Services,8,0,India BU,Flat Fee Monthly,0,No,Staff Augmentation
6188,Sue Clarey,Emdeon Corporation,Execution Complete,77520,77520,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6189,Sue Clarey,Emdeon Corporation,Execution Complete,23160,23160,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6190,Sue Clarey,Emdeon Corporation,Execution Complete,0,0,0,Microsoft Systems,Technology Build Services,-3,1,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6191,Sue Clarey,Emdeon Corporation,Execution Complete,23315,23315,1,Microsoft Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
6192,Sue Clarey,Emdeon Corporation,Execution Complete,7830,7830,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6193,Sue Clarey,Emdeon Corporation,Execution Complete,178160,178160,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6194,Sue Clarey,Emdeon Corporation,Execution Complete,82590,82590,1,Java Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6195,Sue Clarey,Emdeon Corporation,Execution Complete,10140,10140,1,Java Systems,Technology Build Services,-3,1,US-Central BU,Flat Fee Monthly,1,Yes,Staff Augmentation
6196,Sue Clarey,Emdeon Corporation,Execution Complete,2535,2535,1,Java Systems,Technology Build Services,-3,1,US-Central BU,Flat Fee Monthly,1,No,Staff Augmentation
6197,Sue Clarey,Emdeon Corporation,Execution Complete,9198,9198,1,Java Systems,Technology Build Services,-3,1,US-Central BU,Flat Fee Monthly,1,No,Scope of Work / Project
6198,Terry Zink,Equator,Execution Complete,298000,298000,1,Java Systems,Technology Build Services,-3,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6199,Anand Nair,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6200,Anand Nair,"Wellpoint, Inc",No bid / Retraction,10080,0,0,Business Process Management Systems,Technology Build Services,-2,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6201,Ashwani Bhasin,Hamilton Sundstrand,Signed Contract,11376,11376,1,Collaboration Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6202,Ashwani Bhasin,Hamilton Sundstrand,Signed Contract,6240,6240,1,Business Process Management Systems,Technology Build Services,8,1,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6203,Ashwani Bhasin,Hamilton Sundstrand,Signed Contract,8848,8848,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Staff Augmentation
6204,Erich Kreidler,H&R Block,Execution Complete,0,0,0,Microsoft Systems,Technology Build Services,-3,0,US-Central BU,Flat Fee Monthly,0,No,Staff Augmentation
6205,Vince Groh,Barclays Capital Services Ltd.,No bid / Retraction,250000,0,0,Mainframe Systems,Technology Build Services,-2,0,Europe BU,Fixed Bid,0,Yes,Scope of Work / Project
6206,Anand Nair,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6207,Anand Nair,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6208,Venkatesh Rao,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6209,Anand Nair,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Scope of Work / Project
6210,Ashwani Bhasin,FMR LLC,Signed Contract,35100,35100,1,Open Source Systems,Technology Build Services,8,0,US-East BU,Time and Expense,1,Yes,Staff Augmentation
6211,Denny Mathews,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Managed Services / SLA Based
6212,Denny Mathews,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Scope of Work / Project
6213,Narendranath PN,KPF Ltd,No bid / Retraction,26666,0,0,Microsoft Systems,Technology Build Services,-2,0,SMB BU,Fixed Bid,0,No,Scope of Work / Project
6214,Narendranath PN,Kottakkal Urban Cooperative Banks,No bid / Retraction,0,0,0,Microsoft Systems,Technology Build Services,-2,0,SMB BU,Internal,0,No,Scope of Work / Project
6215,Denny Mathews,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6216,Maggie Randolph,Ahold,Signed Contract,1605444,1605444,1,Mainframe Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6217,Praveen Syamala,"Wellpoint, Inc",Signed Contract,0,0,0,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6218,Salil Khamkar,Intel India,Signed Contract,54600,54600,1,Microsoft Systems,Technology Build Services,8,0,India BU,Flat Fee Monthly,0,No,Staff Augmentation
6219,Alan Johnson,"Wellpoint, Inc",Signed Contract,1330158,1330158,1,Java Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6220,Ashwani Bhasin,KPMG L.L.P.,Signed Contract,69300,69300,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6221,Ashwani Bhasin,Hamilton Sundstrand,Signed Contract,10400,10400,1,Business Process Management Systems,Technology Build Services,8,1,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6222,Ashwani Bhasin,Hamilton Sundstrand,Signed Contract,10400,10400,1,Business Process Management Systems,Technology Build Services,8,1,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6223,Ashwani Bhasin,Hamilton Sundstrand,Signed Contract,5200,5200,1,Business Process Management Systems,Technology Build Services,8,1,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6224,Ashwani Bhasin,Hamilton Sundstrand,Signed Contract,10400,10400,1,Business Process Management Systems,Technology Build Services,8,1,US-East BU,Time and Expense,0,Yes,Staff Augmentation
6225,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,206840,206840,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6226,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,156105,156105,1,Java Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6227,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,51600,51600,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6228,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,87960,87960,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6229,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,33540,33540,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6230,Bentley Thakadiyil,"Wellpoint, Inc",Signed Contract,152880,152880,1,Java Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6231,Budi Utama,"Wellpoint, Inc",Signed Contract,-117339,-117339,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6232,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,32200,32200,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6233,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,33600,33600,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6234,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,112160,112160,1,Microsoft Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6235,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,139740,139740,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6236,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,40120,40120,1,Microsoft Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6237,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,83400,83400,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6238,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,54800,54800,1,Microsoft Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6239,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,19968,19968,1,Microsoft Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6240,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,67488,67488,1,Microsoft Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6241,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,6760,6760,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6242,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,171424,171424,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6243,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,44720,44720,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6244,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,90220,90220,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6245,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,24160,24160,1,Microsoft Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6246,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,34368,34368,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6247,Jeremy McClellan,Costco Wholesale Corporation,Signed Contract,50040,50040,1,Mainframe Systems,Technology Build Services,8,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6248,Jeremy McClellan,Costco Wholesale Corporation,Opportunity Closed LOST,31684,0,0,Mainframe Systems,Technology Build Services,-1,0,US-West BU,Flat Fee Monthly,1,No,Staff Augmentation
6249,Jithesh Sivashankaran,Debenhams plc,Signed Contract,29597.4,29597.4,1,Java Systems,Technology Build Services,8,0,Europe BU,Time and Expense,0,No,Staff Augmentation
6250,Jose Ossa,Vanguard,Signed Contract,103488,103488,1,Mainframe Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
6251,Jose Ossa,Vanguard,Signed Contract,43680,43680,1,Mainframe Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
6252,Jose Ossa,Vanguard,Signed Contract,120640,120640,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
6253,Jose Ossa,Vanguard,Signed Contract,120640,120640,1,Microsoft Systems,Technology Build Services,8,0,US-East BU,Time and Expense,0,No,Scope of Work / Project
6254,Kevin Swanson,"Wellpoint, Inc",Signed Contract,107200,107200,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6255,Kevin Swanson,"Wellpoint, Inc",Signed Contract,-332992,-332992,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6256,Kevin Swanson,"Wellpoint, Inc",Signed Contract,457173,457173,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6257,Kevin Swanson,"Wellpoint, Inc",Signed Contract,23220,23220,1,Java Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6258,Kevin Swanson,"Wellpoint, Inc",Signed Contract,43716,43716,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6259,Kevin Swanson,"Wellpoint, Inc",Signed Contract,1813,1813,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6260,Kevin Swanson,"Wellpoint, Inc",Signed Contract,-944,-944,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6261,Kevin Swanson,"Wellpoint, Inc",Signed Contract,-1548,-1548,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6262,Kevin Swanson,"Wellpoint, Inc",Signed Contract,68112,68112,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6263,Kevin Swanson,"Wellpoint, Inc",Signed Contract,22824,22824,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6264,Kevin Swanson,"Wellpoint, Inc",Signed Contract,13716,13716,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6265,Kevin Swanson,"Wellpoint, Inc",Signed Contract,-1548,-1548,1,Microsoft Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6266,Kevin Swanson,"Wellpoint, Inc",Signed Contract,53094,53094,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6267,Kevin Swanson,"Wellpoint, Inc",Signed Contract,8878,8878,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6268,Kevin Swanson,"Wellpoint, Inc",Signed Contract,-2390,-2390,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6269,Kevin Swanson,"Wellpoint, Inc",Signed Contract,-3840,-3840,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6270,Kevin Swanson,"Wellpoint, Inc",Signed Contract,-28689,-28689,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6271,Kevin Swanson,"Wellpoint, Inc",Signed Contract,9100,9100,1,Mainframe Systems,Technology Build Services,8,1,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
6272,Kevin Swanson,"Wellpoint, Inc",Signed Contract,35000,35000,1,Mainframe Systems,Technology Build Services,8,1,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6273,Kevin Swanson,"Wellpoint, Inc",Signed Contract,45000,45000,1,Mainframe Systems,Technology Build Services,8,1,WellPoint BU,Fixed Bid,0,No,Scope of Work / Project
6274,Kevin Swanson,"Wellpoint, Inc",Signed Contract,85986,85986,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6275,Kevin Swanson,"Wellpoint, Inc",Signed Contract,96320,96320,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6276,Kevin Swanson,"Wellpoint, Inc",Signed Contract,37760,37760,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6277,Kevin Swanson,"Wellpoint, Inc",Signed Contract,49730,49730,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,Yes,Staff Augmentation
6278,Kevin Swanson,"Wellpoint, Inc",Signed Contract,9072,9072,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6279,Kevin Swanson,"Wellpoint, Inc",Signed Contract,49280,49280,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6280,Kevin Swanson,"Wellpoint, Inc",Signed Contract,86121,86121,1,Microsoft Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6281,Kevin Swanson,"Wellpoint, Inc",Signed Contract,14580,14580,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6282,Kevin Swanson,"Wellpoint, Inc",Signed Contract,75852,75852,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
6283,Kevin Swanson,"Wellpoint, Inc",Signed Contract,115680,115680,1,Mainframe Systems,Technology Build Services,8,0,WellPoint BU,Flat Fee Monthly,0,No,Staff Augmentation
